Hotel Name,Hotel Link,Location,Price,Plan Name,Plan Link,Per Person Price,Total Price
東京ビジネスホテル,https://www.jalan.net//yad321582/,新宿駅より徒歩1５分、タクシー５分。新宿御苑前駅、新宿三丁目駅より徒歩７分。 バスタ新宿より徒歩１５分,"4,680円～",☆◆【女性限定】禁煙　バス･トイレ・テレビなし　朝食付　シングルBＮ,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=321582&planCd=02978596&roomTypeCd=0241483&adultNum=2&dateUndecided=1,"5,070円～","5,070円～"
Ｒｅｓｏｌ　Ｐｏｓｈｔｅｌ東京浅草,https://www.jalan.net//yad371012/,つくばエクスプレス「浅草」駅A2出口より徒歩2分/浅草線、メトロ銀座線「浅草」駅1番出口 より徒歩9分,"4,700円～",♪祝☆1周年♪「連泊」お部屋移動いらずの浅草STAY PLAN≪素泊り/男性専用≫,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=371012&planCd=02787192&roomTypeCd=0440908&adultNum=2&dateUndecided=1,N/A,N/A
Ｒｅｓｏｌ　Ｐｏｓｈｔｅｌ東京浅草,https://www.jalan.net//yad371012/,つくばエクスプレス「浅草」駅A2出口より徒歩2分/浅草線、メトロ銀座線「浅草」駅1番出口 より徒歩9分,"4,700円～",♪祝☆1周年♪「連泊」お部屋移動いらずの浅草STAY PLAN≪素泊り/女性専用≫,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=371012&planCd=02767880&roomTypeCd=0440905&adultNum=2&dateUndecided=1,N/A,N/A
Ｒｅｓｏｌ　Ｐｏｓｈｔｅｌ東京浅草,https://www.jalan.net//yad371012/,つくばエクスプレス「浅草」駅A2出口より徒歩2分/浅草線、メトロ銀座線「浅草」駅1番出口 より徒歩9分,"4,700円～",♪祝☆1周年♪「連泊」お部屋移動いらずの浅草STAY PLAN≪素泊り/男女共用≫,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=371012&planCd=02767889&roomTypeCd=0440906&adultNum=2&dateUndecided=1,N/A,N/A
ファーストキャビン市ヶ谷,https://www.jalan.net//yad316377/,JR市ヶ谷駅から徒歩2分！市ヶ谷外堀通り　「TKP」と記載されたビルの真下にエントランスがございます。,"4,800円～",■【早割30】★超早割プラン★大浴場完備！市ヶ谷駅から徒歩２分の好立地！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=316377&planCd=03398030&roomTypeCd=0412705&adultNum=2&dateUndecided=1,"4,800円～","4,800円～"
ファーストキャビン市ヶ谷,https://www.jalan.net//yad316377/,JR市ヶ谷駅から徒歩2分！市ヶ谷外堀通り　「TKP」と記載されたビルの真下にエントランスがございます。,"4,800円～",■【早割14】★早割プラン★大浴場完備！市ヶ谷駅から徒歩２分の好立地！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=316377&planCd=03398028&roomTypeCd=0412705&adultNum=2&dateUndecided=1,"5,000円～","5,000円～"
ファーストキャビン市ヶ谷,https://www.jalan.net//yad316377/,JR市ヶ谷駅から徒歩2分！市ヶ谷外堀通り　「TKP」と記載されたビルの真下にエントランスがございます。,"4,800円～",【じゃらんのお得な10日間】素泊まり／大浴場完備！市ヶ谷駅から徒歩２分の好立地！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=316377&planCd=03689024&roomTypeCd=0412705&adultNum=2&dateUndecided=1,"5,225円～","5,225円～"
パレスジャパン,https://www.jalan.net//yad346152/,JR常磐線・東京メトロ日比谷線・つくばエクスプレス 南千住駅 徒歩8～10分,"4,800円～",＜全室禁煙・洋室タイプ＞　スタンダートプラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=346152&planCd=03773570&roomTypeCd=0226757&adultNum=2&dateUndecided=1,"4,800円～","4,800円～"
パレスジャパン,https://www.jalan.net//yad346152/,JR常磐線・東京メトロ日比谷線・つくばエクスプレス 南千住駅 徒歩8～10分,"4,800円～",＜全室禁煙・洋室タイプ＞　スタンダートプラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=346152&planCd=03773570&roomTypeCd=0281305&adultNum=2&dateUndecided=1,"4,800円～","4,800円～"
日の出ホテル,https://www.jalan.net//yad352892/,【ＪＲ山手線】五反田駅から東口徒歩3分。【都営浅草線】五反田駅から徒歩2分。(Ａ６出口),"4,800円～",【女性限定喫煙可】現金払エコノミー【チェックイン２２時迄】門限２４時★出入り&チェックアウト６時半～,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=352892&planCd=00998810&roomTypeCd=0199996&adultNum=2&dateUndecided=1,"4,800円～","4,800円～"
日の出ホテル,https://www.jalan.net//yad352892/,【ＪＲ山手線】五反田駅から東口徒歩3分。【都営浅草線】五反田駅から徒歩2分。(Ａ６出口),"4,800円～",【女性限定喫煙可】現金払エコノミー【チェックイン２２時迄・門限２４時】1・6・8・12月は超オトク,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=352892&planCd=01303080&roomTypeCd=0199996&adultNum=2&dateUndecided=1,"4,800円～","4,800円～"
日の出ホテル,https://www.jalan.net//yad352892/,【ＪＲ山手線】五反田駅から東口徒歩3分。【都営浅草線】五反田駅から徒歩2分。(Ａ６出口),"4,800円～",【喫煙可・数限定激安】スペシャルエコノミー【チェックイン２２時迄】門限２４時★チェックアウト６時半～,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=352892&planCd=01203210&roomTypeCd=0237327&adultNum=2&dateUndecided=1,"5,000円～","5,000円～"
ホテルひかり,https://www.jalan.net//yad302662/,三ノ輪駅、歩１３分。浅草。上野からはバス（上野駅浅草口下車・浅草５丁目下車）三ノ輪・浅草もバス有,"4,900円～",お得なシングルプラン♪男性・女性一名様か、女性二名様。さらに、カップル様もOKです..V(^o^)V,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=302662&planCd=02760282&roomTypeCd=0205692&adultNum=2&dateUndecided=1,"4,900円～","4,900円～"
ビジネスインサンホテル,https://www.jalan.net//yad394725/,ＪＲ町田駅より徒歩３分、小田急線町田駅より徒歩5分,"4,900円～",【禁煙】格安エコノミーシングル素泊まりプラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=394725&planCd=01988561&roomTypeCd=0334815&adultNum=2&dateUndecided=1,-円,"4,900円～"
ビジネスインサンホテル,https://www.jalan.net//yad394725/,ＪＲ町田駅より徒歩３分、小田急線町田駅より徒歩5分,"4,900円～",【禁煙】格安シングル素泊まりプラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=394725&planCd=01601503&roomTypeCd=0292155&adultNum=2&dateUndecided=1,"5,000円～","5,000円～"
ビジネスインサンホテル,https://www.jalan.net//yad394725/,ＪＲ町田駅より徒歩３分、小田急線町田駅より徒歩5分,"4,900円～",【喫煙】格安シングル素泊まりプラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=394725&planCd=01340889&roomTypeCd=0258854&adultNum=2&dateUndecided=1,"5,000円～","5,000円～"
ホテルブーゲンビリア日野,https://www.jalan.net//yad396765/,JR中央線「日野駅」改札より徒歩2分,"5,000円～",畳部屋シングル敷布団★禁煙,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=396765&planCd=02602277&roomTypeCd=0421156&adultNum=2&dateUndecided=1,-円,"5,000円～"
ホテルブーゲンビリア日野,https://www.jalan.net//yad396765/,JR中央線「日野駅」改札より徒歩2分,"5,000円～",いつでもロープライス「定番シングル」★JR中央線日野駅改札すぐ,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=396765&planCd=02345528&roomTypeCd=0381529&adultNum=2&dateUndecided=1,-円,"5,700円～"
ホテルブーゲンビリア日野,https://www.jalan.net//yad396765/,JR中央線「日野駅」改札より徒歩2分,"5,000円～",いつでもロープライス「定番シングル」★JR中央線日野駅改札すぐ,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=396765&planCd=02345528&roomTypeCd=0383065&adultNum=2&dateUndecided=1,-円,"5,700円～"
ホテルサンシティ池袋,https://www.jalan.net//yad363660/,池袋駅前！３０秒！これ以上ない、ベストロケーション・ベストアクセスホテル。（２０a出口）,"5,000円～",【１１月１９日限定　訳ありプラン】深夜停電ごめんなさいプランm(__)m,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=363660&planCd=02748994&roomTypeCd=0227610&adultNum=2&dateUndecided=1,"5,000円～","5,000円～"
ホテルサンシティ池袋,https://www.jalan.net//yad363660/,池袋駅前！３０秒！これ以上ない、ベストロケーション・ベストアクセスホテル。（２０a出口）,"5,000円～",【１１月１９日限定　訳ありプラン】深夜停電ごめんなさいプランm(__)m,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=363660&planCd=02748994&roomTypeCd=0186193&adultNum=2&dateUndecided=1,"5,000円～","5,000円～"
ホテルサンシティ池袋,https://www.jalan.net//yad363660/,池袋駅前！３０秒！これ以上ない、ベストロケーション・ベストアクセスホテル。（２０a出口）,"5,000円～",【事前カード決済限定】カード決済でお得な料金に！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=363660&planCd=02453488&roomTypeCd=0227610&adultNum=2&dateUndecided=1,"7,400円～","7,400円～"
Ｈｏｔｅｌ　Ｃｏｍｆａｃｔ,https://www.jalan.net//yad360712/,メトロ日比谷線入谷駅より徒歩約５分。JR上野駅「入谷口」より徒歩8分。,"5,000円～",【素泊まり】喫煙シングル！2018年10月よりオープン！上野駅前！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=360712&planCd=02585900&roomTypeCd=0417060&adultNum=2&dateUndecided=1,-円,"5,000円～"
Ｈｏｔｅｌ　Ｃｏｍｆａｃｔ,https://www.jalan.net//yad360712/,メトロ日比谷線入谷駅より徒歩約５分。JR上野駅「入谷口」より徒歩8分。,"5,000円～",【朝食付】喫煙シングル！2018年10月よりオープン！上野駅前！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=360712&planCd=02585926&roomTypeCd=0416567&adultNum=2&dateUndecided=1,-円,"6,000円～"
Ｈｏｔｅｌ　Ｃｏｍｆａｃｔ,https://www.jalan.net//yad360712/,メトロ日比谷線入谷駅より徒歩約５分。JR上野駅「入谷口」より徒歩8分。,"5,000円～",【素泊まり】禁煙シングル！2018年10月オープン！JR上野駅前！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=360712&planCd=02585910&roomTypeCd=0416641&adultNum=2&dateUndecided=1,-円,"7,000円～"
ホテルブーゲンビリア板橋,https://www.jalan.net//yad381984/,ＪＲ埼京線板橋駅東口から徒歩30秒,"5,040円～",エコプラン★滞在中のお掃除無し★シングルルーム,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=381984&planCd=03688815&roomTypeCd=0103873&adultNum=2&dateUndecided=1,N/A,N/A
ホテルブーゲンビリア板橋,https://www.jalan.net//yad381984/,ＪＲ埼京線板橋駅東口から徒歩30秒,"5,040円～",エコプラン★滞在中のお掃除無し★シングルルーム,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=381984&planCd=03688815&roomTypeCd=0087854&adultNum=2&dateUndecided=1,N/A,N/A
ホテルブーゲンビリア板橋,https://www.jalan.net//yad381984/,ＪＲ埼京線板橋駅東口から徒歩30秒,"5,040円～",エコプラン★滞在中のお掃除無し★シングルルーム,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=381984&planCd=03688815&roomTypeCd=0181004&adultNum=2&dateUndecided=1,N/A,N/A
スマイルホテル東京新小岩（旧：新小岩パークホテル）,https://www.jalan.net//yad318472/,ＪＲ新小岩駅北口より１分（東京駅より快速13分）。ＴＤＲへ約40分／東京ドームへ18分／スカイツリーへ15分,"5,100円～",【じゃらんのお得な10日間】☆5％off☆超得プラン（素泊まり）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=318472&planCd=03765301&roomTypeCd=0106979&adultNum=2&dateUndecided=1,"5,100円～","5,100円～"
スマイルホテル東京新小岩（旧：新小岩パークホテル）,https://www.jalan.net//yad318472/,ＪＲ新小岩駅北口より１分（東京駅より快速13分）。ＴＤＲへ約40分／東京ドームへ18分／スカイツリーへ15分,"5,100円～",【じゃらんのお得な10日間】☆5％off☆超得プラン（素泊まり）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=318472&planCd=03765301&roomTypeCd=0107538&adultNum=2&dateUndecided=1,"5,100円～","5,100円～"
スマイルホテル東京新小岩（旧：新小岩パークホテル）,https://www.jalan.net//yad318472/,ＪＲ新小岩駅北口より１分（東京駅より快速13分）。ＴＤＲへ約40分／東京ドームへ18分／スカイツリーへ15分,"5,100円～",連泊プラン◇2泊以上（素泊まり）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=318472&planCd=02879064&roomTypeCd=0106979&adultNum=2&dateUndecided=1,N/A,N/A
フレックステイイン常盤台,https://www.jalan.net//yad355329/,東武東上線「ときわ台駅」北口より徒歩5分。,"5,100円～",７泊以上でお得！！◆ウィークリーマンション◆プラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=355329&planCd=01494932&roomTypeCd=0370332&adultNum=2&dateUndecided=1,N/A,N/A
フレックステイイン常盤台,https://www.jalan.net//yad355329/,東武東上線「ときわ台駅」北口より徒歩5分。,"5,100円～",７泊以上でお得！！◆ウィークリーマンション◆プラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=355329&planCd=01494932&roomTypeCd=0370333&adultNum=2&dateUndecided=1,N/A,N/A
フレックステイイン常盤台,https://www.jalan.net//yad355329/,東武東上線「ときわ台駅」北口より徒歩5分。,"5,100円～",連泊プラン（２連泊～）※泊数分タオル・アメニティ付,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=355329&planCd=00152236&roomTypeCd=0050612&adultNum=2&dateUndecided=1,N/A,N/A
アパホテル＜八王子駅西＞,https://www.jalan.net//yad322895/,JR中央本線「八王子駅」（北口）から徒歩9分、中央自動車道「八王子」ICから車で7分,"5,200円～",【じゃらんのお得な10日間】【素泊まり】JR八王子駅から徒歩9分・Wi-Fi接続無料,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=322895&planCd=03887068&roomTypeCd=0411724&adultNum=2&dateUndecided=1,"5,200円～","5,200円～"
アパホテル＜八王子駅西＞,https://www.jalan.net//yad322895/,JR中央本線「八王子駅」（北口）から徒歩9分、中央自動車道「八王子」ICから車で7分,"5,200円～",【素泊まり】JR八王子駅から徒歩9分・Wi-Fi接続無料,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=322895&planCd=02537939&roomTypeCd=0411724&adultNum=2&dateUndecided=1,"5,500円～","5,500円～"
アパホテル＜八王子駅西＞,https://www.jalan.net//yad322895/,JR中央本線「八王子駅」（北口）から徒歩9分、中央自動車道「八王子」ICから車で7分,"5,200円～",【じゃらんのお得な10日間】【素泊まり】JR八王子駅から徒歩9分・Wi-Fi接続無料,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=322895&planCd=03887068&roomTypeCd=0570598&adultNum=2&dateUndecided=1,"5,900円～","5,900円～"
ロードス大塚ホテル,https://www.jalan.net//yad345543/,JR山手線・都電荒川線 大塚駅からから徒歩２分,"5,200円～",2段ベッド,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=345543&planCd=03647150&roomTypeCd=0543542&adultNum=2&dateUndecided=1,-円,"5,200円～"
ロードス大塚ホテル,https://www.jalan.net//yad345543/,JR山手線・都電荒川線 大塚駅からから徒歩２分,"5,200円～",2段ベッド×2,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=345543&planCd=03647153&roomTypeCd=0543544&adultNum=2&dateUndecided=1,-円,"9,300円～"
ロードス大塚ホテル,https://www.jalan.net//yad345543/,JR山手線・都電荒川線 大塚駅からから徒歩２分,"5,200円～",Wの２段ベッド,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=345543&planCd=03647798&roomTypeCd=0543546&adultNum=2&dateUndecided=1,-円,"9,300円～"
Tabist ホテル フロリダ 池袋,https://www.jalan.net//yad392812/,JR池袋駅 C1出口から徒歩２分,"5,220円～",【素泊まり】事前決済＆20時以降のチェックインで更にお得！遅めな到着の方にオススメ！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=392812&planCd=03662289&roomTypeCd=0489398&adultNum=2&dateUndecided=1,"5,220円～","5,220円～"
Tabist ホテル フロリダ 池袋,https://www.jalan.net//yad392812/,JR池袋駅 C1出口から徒歩２分,"5,220円～",【素泊まり】事前決済＆20時以降のチェックインで更にお得！遅めな到着の方にオススメ！,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=392812&planCd=03662289&roomTypeCd=0489399&adultNum=2&dateUndecided=1,"5,220円～","5,220円～"
Tabist ホテル フロリダ 池袋,https://www.jalan.net//yad392812/,JR池袋駅 C1出口から徒歩２分,"5,220円～",【連泊プラン】7泊～　♪♪連泊でお得にステイ♪♪プラン（通年）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=392812&planCd=03169612&roomTypeCd=0489398&adultNum=2&dateUndecided=1,N/A,N/A
ホテルサンターガス大塚店,https://www.jalan.net//yad390448/,ＪＲ山手線大塚駅北口から徒歩３分,"5,300円～",素泊まりプラン（3泊ごとのECO清掃）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=390448&planCd=00955243&roomTypeCd=0202036&adultNum=2&dateUndecided=1,"5,300円～","5,300円～"
ホテルサンターガス大塚店,https://www.jalan.net//yad390448/,ＪＲ山手線大塚駅北口から徒歩３分,"5,300円～",素泊まりプラン（3泊ごとのECO清掃）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=390448&planCd=00955243&roomTypeCd=0202022&adultNum=2&dateUndecided=1,"5,300円～","5,300円～"
ホテルサンターガス大塚店,https://www.jalan.net//yad390448/,ＪＲ山手線大塚駅北口から徒歩３分,"5,300円～",素泊まりプラン（3泊ごとのECO清掃）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=390448&planCd=00955243&roomTypeCd=0204801&adultNum=2&dateUndecided=1,"5,300円～","5,300円～"
ＴＯＫＩＯ’ｓ　ＨＯＴＥＬ,https://www.jalan.net//yad310032/,東京駅まで快速15分！交通アクセスJR京浜東北線王子駅北口・南北線王子駅4番1分。その他バス路線多数,"5,300円～",【特別 割引】お得な連泊プラン♪ 7泊-デスク＆Wi-Fi完備・サウナ無料（男性専用）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=310032&planCd=03698824&roomTypeCd=0549625&adultNum=2&dateUndecided=1,N/A,N/A
ＴＯＫＩＯ’ｓ　ＨＯＴＥＬ,https://www.jalan.net//yad310032/,東京駅まで快速15分！交通アクセスJR京浜東北線王子駅北口・南北線王子駅4番1分。その他バス路線多数,"5,300円～",【特別 割引】お得な連泊プラン♪ 7泊-デスク＆Wi-Fi完備・サウナ無料（男性専用）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=310032&planCd=03698824&roomTypeCd=0549624&adultNum=2&dateUndecided=1,N/A,N/A
ＴＯＫＩＯ’ｓ　ＨＯＴＥＬ,https://www.jalan.net//yad310032/,東京駅まで快速15分！交通アクセスJR京浜東北線王子駅北口・南北線王子駅4番1分。その他バス路線多数,"5,300円～",【特別 割引】お得な連泊プラン♪ 7泊-デスク＆Wi-Fi完備・サウナ無料（男性専用）,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=310032&planCd=03698824&roomTypeCd=0549623&adultNum=2&dateUndecided=1,N/A,N/A
コンフェスタイン河辺,https://www.jalan.net//yad363892/,青梅線 河辺駅より徒歩2分　圏央道 青梅インタ－より青梅市街方面へ直進約 7km(道なり直進),"5,400円～",＜リーズナブルベスト＞　素泊まりプラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=363892&planCd=01196476&roomTypeCd=0344576&adultNum=2&dateUndecided=1,"5,400円～","5,400円～"
コンフェスタイン河辺,https://www.jalan.net//yad363892/,青梅線 河辺駅より徒歩2分　圏央道 青梅インタ－より青梅市街方面へ直進約 7km(道なり直進),"5,400円～",＜リーズナブルベスト＞　素泊まりプラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=363892&planCd=01196476&roomTypeCd=0235929&adultNum=2&dateUndecided=1,"5,700円～","5,700円～"
コンフェスタイン河辺,https://www.jalan.net//yad363892/,青梅線 河辺駅より徒歩2分　圏央道 青梅インタ－より青梅市街方面へ直進約 7km(道なり直進),"5,400円～",＜リーズナブルベスト＞　素泊まりプラン,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=363892&planCd=01196476&roomTypeCd=0344584&adultNum=2&dateUndecided=1,"5,700円～","5,700円～"
ホテルマイステイズ亀戸,https://www.jalan.net//yad323465/,ＪＲ「亀戸駅」東口より徒歩4分／都営新宿線「西大島駅」より徒歩10分,"5,400円～",７泊以上でお得にステイ！「ウィークリーマンション」プラン♪,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=323465&planCd=03005868&roomTypeCd=0273803&adultNum=2&dateUndecided=1,N/A,N/A
ホテルマイステイズ亀戸,https://www.jalan.net//yad323465/,ＪＲ「亀戸駅」東口より徒歩4分／都営新宿線「西大島駅」より徒歩10分,"5,400円～",７泊以上でお得にステイ！「ウィークリーマンション」プラン♪,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=323465&planCd=03005868&roomTypeCd=0273804&adultNum=2&dateUndecided=1,N/A,N/A
ホテルマイステイズ亀戸,https://www.jalan.net//yad323465/,ＪＲ「亀戸駅」東口より徒歩4分／都営新宿線「西大島駅」より徒歩10分,"5,400円～",７泊以上でお得にステイ！「ウィークリーマンション」プラン♪,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=323465&planCd=03005868&roomTypeCd=0312165&adultNum=2&dateUndecided=1,N/A,N/A
ホテルマイステイズ日暮里,https://www.jalan.net//yad332296/,JR線・京成線　日暮里駅南口より徒歩5分。エレベーターは北改札口を出て東口よりご利用ください。,"5,400円～",７泊以上でお得にステイ！「ウィークリーマンション」プラン♪,https://www.jalan.net//uw/uwp3200/uww3201init.do?yadNo=332296&planCd=02259711&roomTypeCd=0224858&adultNum=2&dateUndecided=1,N/A,N/A
